PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|SF_TYPE|STYLE|LOT_SIZE|ACRE|SQUARE_FEET|GARAGE_SPACES|GARAGE_PARKING|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|PARKING_FEATURE|NO_BATHS|YEAR_BUILT_DESCRP|CONSTRUCTION|ROOF_MATERIAL|COLOR|EXTERIOR_FEATURES|INTERIOR_FEATURES|FLOORING|LOT_DESCRIPTION|BASEMENT_FEATURE|ROAD_TYPE|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|HOME_OWN_ASSOCIATION|FEE_INTERVAL|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD
SF|72827509|BB922054|AC1153|ACT|2999999|128|Saint Botolph St||1|101|02115|N|New to the market is 128 Saint Botolph Street, an extremely rare and unique opportunity for investors, developers, or owner occupants. Whether it be a dream single family home, savvy investment, or next A+ project for developers, this 3,205 sq. ft. 4 story, 3 family brownstone can't be surpassed, as it hugs the stately Back Bay & the vibrant South End. The property currently lives as a 2 bed 2 bath owners penthouse duplex with a stunning private roof deck, a parlor level studio and a one-bedroom apartment. Bonus garden level au pair one bedroom suite and a walk-in basement area for storage. Added features include 2 private parking spots, and a sprinkler system. Dont miss out on a great opportunity, with loads of potential.|18|5/7/2021 11:00:00 AM|0|N||B|H|1500|0.03|3450|0||Y|9|5|5|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1890|2586800|27265|2019||5f;0h|A|||||||M||||A,D||A,B||A|A||N||||||city assessors has 3205SQ.FT. Gross measurement is 3450 SQFT.|||2|N
SF|72827532|TM315986|BB5522|ACT|1149000|95|Tonawanda Street||1|002|02124|N|Stunning both inside and out! 3000+ Square Ft of beautiful living space brings you back into the architectural design of yesteryear with todays amenities. Gorgeous sun room leads into the traditional foyer with beautiful oak woodwork. The Majestic Living Room boasts French doors and opens to the formal Dining Room, both offer tray ceilings, modern chandelier lighting, and wood burning fire place. All your friends will be envious of the modern chefs kitchen w/6 burner gas stove, wall ovens, center island, tile backsplash and SO much more! The Master bedroom is your personal oasis from the walk-in closet to the full bathroom. 3 additional bedrooms, 2.5 additional baths, hardwood flooring, finished basement, central AC. You will love entertaining in the private yard with a deck and patio area great for a firepit! Super Convenient location just few minute walk to Fields Corner MBTA Station and a few minute drive to rt 93.|38|5/8/2021 8:29:00 AM|0|N||A|A|5800|0.13|3867|2|B|Y|11|4|3|1|Y|1|12'6X21'6|K,X|1|15'6X16|C,K|3|19X24|K|1|12'6X18'6|K,U,2,5,26,47,48,51|2|13'6X18'6|A,I,K,L,36,47,48|2|14X12|K|2|16X10'6|K|3|13X15'6|K||||2|9X6|A,21,L,48|2||A,48|B|9X8|A,19,L,48|B|9'6X5'6||EXC|B|12X17|L|BTH|3||12,48,70|||||||||||||||||Suffolk|MA|1885|476300|5029.73|2020|A|3f;1h|A|A|A|Green|9||M|C|D|A|2|D||A|H|A|A|B,D,F,H,I|N||||N|Y||||6|N
SF|72827612|BB801267|AN1594|ACT|589000|97|Millet St||1|002|02124|N|DARLING DORCHESTER SINGLE FAMILY...Best price around...Four finished levels with 3 bedrooms.   OPEN HOUSE...MONDAY MAY 17th...6-7:30pm...First floor with living room, dining room, and eat in kitchen with wood floors and over 9ft ceilings.  EIK with stainless fridge, stove, microwave, and dishwasher plus granite counts with white cabinets and disposal.  Second floor with three wall to wall carpet bedrooms and bathroom.  Master bedroom has private front deck (8'x6'), back bedroom has L shaped porch (10'x9').  Third floor is large, open floor plan carpeted and with two large skylights.  Basement is finished with carpeted open floor plan.  Lots of space...Lots of potential.  Two car garage and long driveway for ample parking and fenced in yard for summer BBQs.  Located under 300ft from the Commuter Rail (Talbot) and just under half a mile from the Red line (Shawmut Station).  Don't miss out!|27|5/7/2021 1:18:00 PM|0|N||A|A|6000|0.14|1978|2|B|Y|6|3|1|0||1|15X14|G,9,47|1|15X13|9,47||||1|16X14|9,U,47,51|2|14X11|M|2|13X11|M|2|11X8||||||||2|6X6|A,21||||||||||PLY|3|29X14|E,G,M|BNS|B|20X17|M|BNS|B|9X8|M|||||||||||||Suffolk|MA|1883|431800|4560|2020|A,N|1f;0h|B|A|A|Slate Blue|A,C,W||A,E|C|A,D,F,G|A||B|0|B||A|A|A,C,D,F,I|N||N||N|||N||4|N
SF|72827756|BB984999|AN4480|ACT|1399000|21|Arborough Rd||1|008|02131|N|Once in a generation opportunity! This family home is located on the most desirable street in Roslindale. The Arboretum and Commuter Rail at opposite ends of this dead end street. This home offers old world charm with a perfect blend of modern finishes. The first floor living area features brand new floors, remodeled white shaker/quartz kitchen, dining room and living room ideal for entertaining. Primary suite, features a brand new new custom bathroom, walk-in-closet, and additional area for sitting room or office. A second bath on this floor features a soaking tub/chandelier/custom tile and is shared by two more bedrooms. The third floor features 2 large rooms with half bath used as 2 separate bedrooms. The finished basement includes two large finished rooms that suit many different uses, from a gym/rec room/guest suite. Sliding glass doors open up to your backyard oasis, incredible outdoor living - green/open space, patio, landscaping and off street parking. Take a Virtual Tour!|34|5/16/2021 3:13:00 PM|0|N|Arboretum/Roslindale Village|A|J|6517|0.15|3286|0||Y|12|5|3|1|Y|1||C,K,67|1||K,X|B||V,M,41,44,48,55,64|1||E,L,U,5,26,35,44,48,59,60|2||A,I,V,K,3,48|2||K|2||V,K|3||12,V,7,64|3|||2||A,21,3|2||A,19,3|1||A,22|1||12,40,57|||||||||||||||||||||||||Suffolk|MA|1925|839800|8868|2020|A,N|3f;1h|D|A,B|A,G|Brick/Grey|C,D,M|C,N|C,E,M,R|M,P,W|A,D|A,C,E,H,I|4|A|4|A|D,H|A|A|C,F,I,K,L|N||N||N|||N||6|N
SF|72828226|NB111660|AN1473|ACT|625000|100|Wheatland Ave||1|05A|02124|N|This oversized single family is the size of a 2-Family dwelling.   House is freshly painted, new rear decks, central a/c, open floor plan concept.  First floor has hardwood floors throughout, modern kitchen and 1 bedroom.  The second floor has ample space with deck off the second floor.   The 3rd floor has two bedrooms and storage space.  This house is great for a large family.  The back yard will provide space to host your summer family gatherings.  There is space to add a driveway on the side of the house with a curb cut.  Buyer to conduct own due diligence with respect to conversion into multifamily.  Seller and Seller agent makes no representation as to zoning.|1|5/10/2021 9:05:00 AM|0|N||A|A|4000|0.09|2057|0||Y|7|4|2|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1905|391800|4137|2020||2f;0h|B|||||||K|A|||D||A||A|A||N|||||||||0|N
SF|72828273|BB802017|BB3217|ACT|585000|1882|River St|1882|1|006|02136|N|Welcome to Readville as a young, spacious home awaits its new owner.  This 3 bed 2.5 home boasts hardwood flooring throughout, a beautifully done kitchen with ample counter space as well as first floor laundry.  There are plenty of transportation options as the bus stops on the corner of Ernest and Solaris as well as being a 5 minute drive or a 15 minute walk to Readville train station.  If you are looking for shopping options, Legacy Place is a ten minute drive as well as all that Route one has to offer along with highway access.  The full basement has a Navien water heating system, a 200 amp panel and plenty of space for the new owner to bring their creativity to life with their own ideas.  Parking will not be an issue as you have 2 deeded spots right behind your home and the only thing left for you to do is come by to take a look for yourself.  Your new home awaits you!|14|5/21/2021 1:20:00 PM|0|N||B|A|0|0|1438|0||Y|6|3|2|1||1||K|1||K||||1||L,U,41,51|2||A,V,K|2||V,K|2||V,K|||||||1|||2|||2|||1|||||||||||||||||||||||||||Suffolk|MA|2016|549900|5264|2021|A,E,I,N|2f;1h|A|A|A|Beige|||A,C|C,P|A,F,G,K,Q|A,C,E,I|2|N|2|A|H|A|A|A,C,F,I,K,L|N||N|||||Y|A|2|N
SF|72828364|CN216341|AN5742|ACT|720000|19|lincoln st||1|002|02122|N|Newly updated! 4 bedroom 2 full bath colonial home right in the center of everything! Hardwood floors throughout the whole house. granite kitchen countertops. Base is partially finished and waiting for new owners finishing touches!  Fenced in yard, new exterior paint,siding and trims. Walking distance to buses, trains and tons of businesses around the block.  few minute drive to highways and beaches.  Its centrally located and close to city.|8|5/10/2021 12:12:00 PM|0|N||A|A|3049|0.07|2123|0||Y|10|4|2|0|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1905|450700|4759.39|2020|V|2f;0h|A|D|||C,D||C,M|K|E|A||B||B||A|A|A,B,F,I|N||N|||||||0|N
SF|72828670|BB922869|AN4020|ACT|1100000|443|East 6th street||1|005|02127|N|This Eastside Single Family Includes an Additional Lot with 2 Parking spaces! Offering Gorgeous Water Views, Three levels of Living Space and a Private Yard all in a Super Location, Central to Broadway, the Beach and Thomas Park.  Some updates needed throughout. Come and make this your own!|2|5/10/2021 7:51:00 PM|0|N||B|Q|1900|0.04|1853|0||Y|8|3|2|1|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1880|99999|7636.47|2021||2f;1h|A|||||||P|B|||S||G||A|A||N|||||||||2|N
SF|72828747|TM009294|NB1524|ACT|4595000|161|West Brookline Street||1|104|02118|N|Outstanding new construction single family home with one of the best addresses in the South End!  With three outdoor spaces overlooking the extra-wide and tree-filled West Brookline/West Canton alley, two parking spaces and an amazing floor plan designed for casual entertaining. With three bedrooms and an open study/media room on the top floor that can double as a guest suite/fourth bedroom with a full bath.  The eat-in kitchen opens directly onto a porch with a gas hookup for outdoor grilling. The kitchen has two Wolf wall ovens, a gas Wolf cooktop and a Wolf induction cooktop. The living room/family room has a gas fireplace, a bar with refrigerator, and a wall of glass opening out to a large deck. The master suite has ample closet space and a gorgeous bath with a double vanity and walk-in shower. The top floor office/media room has high ceilings, a gas fireplace, bar area with refrigerator, and a walk-out deck with skyline views.  With every amenity, this one checks every box!|42|5/10/2021 10:53:00 PM|0|N||B|D,H,Q|1416|0.03|3035|0||Y|9|3|3|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1860|3088600|30089.69|2021|C,I|3f;1h|B|A,B,C|||9,F,G|C,D,F|A|M|||5|B,N,9|5|A,U||A|A|B,C,D,F,H,I,J,K,L,Q,Y|N|||||||||2|N
SF|72828926|BB904054|BB5984|ACT|6499000|157|W Canton Street||1|104|02118|U|Spectacular corner single-family townhouse on a quiet, tree-lined street in a premier South End location. This impeccably designed, 4-bed, 3.5 bath home features a spacious, family-friendly layout plus three separate outdoor spaces and 2 parking spaces. The elegant parlor level features the front-facing dining room, butlers pantry and gourmet kitchen with private balcony. One floor above is the great room, ideal for entertaining, with a formal living room and library with wet bar. An entire floor is dedicated to the master suite, showcasing a luxurious 5-piece marble bath, office and dressing room. On the garden level, an informal family/media room connects to the backyard. Additional features include soaring ceilings, upgraded HVAC, all new windows with noise cancelling glass, new professional landscaping and renovations in the backyard, and Sonos system throughout. Perfectly positioned to enjoy all that the South End has to offer, this beautiful home offers city living at its finest|1|6/8/2021 5:50:00 PM|0|N||B|H|0.04|0|4130|0||Y|13|4|3|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1900|4554900|45891|2021|I|3f;1h|B|B||||||A||||B||A||A|A||N|||||||||2|U
SF|72828946|BB954019|AC1136|ACT|950000|248|Park St||1|002|02124|N|Incredible opportunity to own this beautiful new renovated single family with parking off Dorchester Ave. This 2,513 square foot house sits on a 4,259 square foot lot and features 5 bedrooms and 4.5 bathrooms.   First floor offers living, dining and an eat in kitchen with stainless steel appliances and granite countertop and a half bath. Second floor has three full bedrooms  with 2 full baths. Two additional bonus bedrooms on the third floor with 1 full bath.   Last but not least, there is a finished basement complete with a full bath and plenty of storage.|36|5/11/2021 10:45:00 AM|0|N||A|A|4259|0.1|2513|0||Y|9|5|4|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1905|603800|6376|2020||4f;1h|B||A||||M|C|A,D|||A,D||A||A|A||N|||||||||2|N
SF|72829612|BB807716|M95383|ACT|1100000|749|West Roxbury Pkwy||1|009|02132|N|Gracious Colonial located on picturesque West Roxbury Pkwy carriage road. Architectural integrity has been preserved with arched doorways, crown molding, inlaid hardwood floors, original windows on the first floor keeps with the elegance of this home. Living room with a wood burning fireplace, formal dining room and sunroom. Large renovated eat in kitchen features cherry cabinets with granite counter tops, kitchen staircase leads to the 2nd floor. Light filled master bedroom with adjacent room that is being used as a home office, ample closet space including a cedar closet. Partially finished attic offering unlimited potential. Basement with 2 finished rooms, great for workout, media, or game room. Newer roof, 200amp electrical, furnace '02, replacement windows on 2nd,3rd floor and kitchen. Brick 2 car garage, steel beam construction! Short distance to commuter rail, hiking trails, shops and dining!|37|6/2/2021 2:52:00 PM|0|N||A|A|8210|0.19|2678|1|B|Y|9|4|1|1||1|19X14|C,K,67|1|15X14|K,30,66|1|14X9|K|1|18X15|U,41,47,63|2|18X13|M,P|2|15X11|K|2|13X9|K|3|24X11|||||1|8X4|13,20|2|11X6|A,21||||B|11X8||OFC|2|9X8||EXC|B|15X12||MED|B|20X13||||||||||||||Suffolk|MA|1928|905600|9563|2020|A,N|1f;1h|A|A,B|A|BrickWhite|H,S,W||A,C,E|C|A,E,I|A|3|D|0|H|H|A|A|A,C,I|N||||N|||||4|N
SF|72830175|BB981854|BB5919|ACT|2550000|104|Revere St||1|102|02114|N|Single family living in the heart of Beacon Hill! This ideally situated & meticulously maintained home has a thoughtful floor-plan with 3+ beds, 3 full 2 half baths, & 2 private outdoor spaces. On the first level is the elegant dining room & formal living room with a handsome fireplace & a half bath.  The second floor offers a bright & spacious family room w/ a fireplace, which flows into an informal dining area that leads out to a patio. From the patio you can also access the updated windowed kitchen with top-of-the-line appliances. The master bedroom w/ en-suite bath & beautiful built-ins encompasses the 3rd floor w/ a bonus room perfect for a home office/nursery/sitting area. There is a second serene outdoor space off of this level. The top floor includes another bedroom, full bath, and additional space, currently used as an office. The lower level has a large bedroom, kitchenette, and and full bathroom w/ separate access to Revere St. Just steps to Charles St, this is a must-see.|31|5/12/2021 3:04:00 PM|0|N||B|P|700|0.02|2351|1||Y|9|3|3|2|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1840|2168400|22898|2020||3f;2h|B|||||A|M|K|F|||I||A||A|A||N|||||Y|City of Boston has Square Footage as 1887 sqft.|||1|N
SF|72830473|BB902315|BB5962|ACT|575000|9|Salman Street||1|009|02132|N|Opportunity knocks, so make sure you answer!!! This charming 3 bedroom 2 bath Colonial features: hardwood floors throughout, a pantry, leaded glass window, a formal dining room with a plate rail and built-in china cabinet. There is a family room in the basement with a direct walkout to a large yard with a deck and a shed for storage. This property consists of 3 lots totaling 9702 square feet...a great opportunity to expand!!! Walk to public transportation...close to restaurants...shopping...and major highways. This home will not last so don't miss out!!!|27|5/12/2021 7:16:00 PM|0|K||A|A|9702|0.22|1379|0||Y|7|3|2|0||1||K|1||K|B||M|1|||2||K|2||K|2||K|||||||1|||2||||||B|||||||||||||||||||||||||||Suffolk|MA|1914|397800|1771.85|2021|A|2f;0h|B|A|A|Grey|B,C||A|C,D|A,F,M|A,C,E||E,F,N||B|F|A|A||N||||||Not including room in basement|||3|N
SF|72830593|CN240129|AC1495|ACT|630000|21|Montrose St||1||02119|U|Grab your Contractor and recreate this beautiful Victorian, make it your family home ! ...also a Great opportunity for Developer/Investor to rehab this once gorgeous Victorian home and bring it back to its Glory! This huge 3400 sq ft home is in need of a full renovation (kitchen/bath have been demo'ed) ! The ideas are endless!  Home is Located in Roxburys Moreland Street Historic District and walking distance to Nubian Square, grocery shopping and the YMCA and Boys and Girls Club and a playground park at the corner. It features 3 stories of living space, 5 bedrooms and 2 baths, a fireplace, 2 large strong and sturdy front porches, as well as a back porch. Winder staircases in front and off of the kitchen. Strong bones. Buyers and Agents are to do their own due diligence. OWNER OCCUPANTS, investors and developers alike bring your contractor... bring your offers! Property is being sold as is.|19|5/15/2021 8:38:00 AM|0|N||A|H|3000|0.07|3410|0||Y|10|5|1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1900|549700|5865|2021|V|1f;1h|B||A|green|A,3||A|M|A|A|1|B|1|A||A|A||N||N||||in need of renovation, much of the home has been demo'ed|N||0|N
SF|72831419|CN219119|AC1495|ACT|799000|16|Windermere Rd.||1|002|02125|N|Take advantage of the opportunity to own this grand Dutch Colonial home in the desired Jones Hill Neighborhood. This elegant property features 3 levels of finished living area comprised of 6 bedrooms and a bathroom on each floor. Marvel at the classic finishes which include ornate woodwork, pocket doors, and stained glass windows. The rear rooms offer stunning views of the Boston Skyline and Harbor. Plenty of storage space, additional built-in hallway, stairway, and kitchen storage. Spacious backyard with cozy back porch. Perfect for taking a break from working from home or enjoying beautiful Spring days. Conveniently situated within close proximity to South Bay shopping mall, the Red Line train, Fairmount commuter rail and numerous local amenities including the historic Strand Theatre.  Property in 2F-5000 zoning sub district. Potential conversion to 2 units. Buyer to do their due diligence. This home is brimming with potential and waiting for you to update to your liking.|32|5/13/2021 5:14:00 PM|0|N||A|J|5143|0.12|2404|0||Y|10|6|2|1||1|14'10X14'1|K,58,2,64,76|1|15'5X13'4|K,2,30,55,64,76|2|12'4X9'10|V,K,64|1|14'4X12'3|K,T,2,47,63|2|13'3X10'1|V,M|2|12'3X11'4|V,K|2|12'3X11'4|V,K|3|19'9X11'10|V,K|3|10'3X12'1|G,I,M|1|5'11X4|B|2|8'11X4'10|A,21|3|7'3X14'5|A,20|3|3'7X11'7|V|||||||||||||||||||||||||Suffolk|MA|1895|681800|4152|2021|A|2f;1h|A|A|A|Yellow|A,C||E,M|C|A|A||F||B|F|A|A|A,C,F,I,K,L|N||N|||||N||2|N
SF|72832406|TM324856|BB5919|ACT|3995000|77|Myrtle Street||1|102|02114|N|Private townhouse situated within the heart of Beacon Hill steps from the State House and Boston Common! This wonderful home has 5 bedrooms, 3 full and 1 half baths, as well as two private outdoor spaces and direct access gated parking. The entry level presents a front facing formal dining room and kitchen that boasts granite counters, stainless appliances and an eat in breakfast nook. The second level offers an over sized double parlor living room, two fireplaces , and a powder room. The afternoon sun baths the front portion of this handsome bricked home. The expansive master suite occupies the entire third floor with a walk in closet and stunning bath outfitted with a soaking tub, dual sinks, glass enclosed shower, and radiant heated floors. The upper level has three bedrooms, a full bath, and direct access to a private roof top oasis by way of a full staircase. The lower level includes a full bath, bonus room which can double as a media room or bedroom, and laundry.|37|5/16/2021 12:24:00 PM|0|N||B|P|1224|0.03|3300|0||Y|13|5|3|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1825|3382900|36445.8|2021|A|3f;1h|B,D||G||2|||K||||A||A||A|A|A,B,C,D,F,I,J,K,L|N|||||Y||||1|N
SF|72832569|CN200504|AN2838|ACT|699900|7|Grimes Street||1||02127|N|Attractive for investors and owner occupants alike! A must-see West Side single family home in the heart of South Boston. This bright 4 bedroom and 1 bathroom home is well appointed with many excellent features. On the first floor, there is a well-equipped kitchen, an open-concept living room, and a spacious bedroom with ample natural light. Upstairs, you will find three bedrooms and a full bathroom that has seen recent tile and vanity updates. A charming and private outdoor patio with plenty of space for entertaining rounds out this unique offering. The property is currently leased through 8/31/2021. Current tenants are paying $3,655/mo but could easily be $4,000/mo given present market conditions.|19|5/17/2021 8:19:00 AM|0|N||B|H|780|0.02|1170|0||Y|6|4|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1890|477600|5043.46|2020|D|1f;0h|B|A|G|White|E||A,C,E|P,S|A,G,M,Q|||B,M||C||A|A|A,C,F,I|N||N||||Does not include unfinished basement|N||0|N
SF|72832773|BB801321|AN2593|ACT|700000|221|W 9Th St||1|005|02127|N|Your Dream Home is ready - move in as is or make it yours w your personal design flair!. Rarely ever available this affordable Single Family Home w 3 car parking & 3 exposures is well located in a most desirable & appreciating area of sought after S Boston!  Absolutely lovely attached single family, 2 side by side homes only, sited on the corner of West 9th & Mitchell St.. Wonderfully designed w 3 levels of spacious living: Large eat in corner gas kitchen w 2 sunny windows & outdoor access to your parking. Oversized living / dinning room w 3 bright windows, unique yellow birch wood flooring w crown & baseboard moldings & 1/2 bath. 2 good size corner bdrms are well positioned upstairs w spac closets & a full bath w window. Finished lower level of 460sqft, (37sqft  is unfished), (460sqft is included in total sqft), is a perfect combination media room / 3rd bedroom, office, hobby area w direct walk out w an abundance of storage space. All offers will be considered. Not expected to last!!|17|5/18/2021 3:31:00 PM|0|N||B|A|1390|0.03|1550|0||Y|5|3|2|1|N|1|12X18|B,V,K,44|||||||1|12X16|L,T,33,2,60|2|12X12|I,M|2|12X12|V,M|B|11X25|A,V,9|||||||1|5X6|B,L|2|5X9|A,L,33|B|6X10|A,L|B|||||||||||||||||||||||||||Suffolk|MA|2000|620200|6549|2020|A,I,N|2f;1h|B||A|Beige-Grey||D,R|C,E,M|A,C,S|A,D,F,G,R|A||D,N||B|B,D|A|A|A,C,D,F,I,J,K,L|N||||||Tax records=1,092sqft. as measured Flrs:1st=545,2nd=545,Lower Level,460=1550_Buyer do your diligence|N||3|N
SF|72832987|TM311628|AC0983|ACT|739900|145|Belgrade Ave||1|008|02131|N|OPEN HOUSE SUNDAY 6/6 11:30-1:00  OWNERS PRIDE.  Come see this good looking 7 room Colonial * this Classic has 3 bedrooms with a bath and half *  the welcoming sunporch greets you as you enter Home Sweet Home  gleaming hardwood floors throughout add to the charm of this well-maintained home  *  Neutral Dicor!  (Martha Stewart would approve)* convenient All gas house * large clean  basement plus walk up attic for storage *. Pretty all white kitchen with 1st floor laundry. Its Hard to find a 2 car garage plus long driveway for extra parking  * highly desired large level Grassy yard * Easy stroll on a warm night to trendy Rozzie villages restaurants - with outside patio dining - fun bars and interesting shops of every kind * Its a pleasant walk to Village Commuter Rail (bus to Forest Hills at corner)  sunny Summer weekends walk the inspiring beauty of  Harvards Arnold Arboretum and the Iconic Emerald Necklace* this sweet residence offers the best of Roslindale living|39|5/20/2021 9:31:00 AM|0|N||A|A|5500|0.13|1300|2|B|Y|7|3|1|1||1||K,47|1||K,30,47||||1||7,O,34,40,41,47,57,60|2||V,K|2||V,K|2||V,K|||||||1||B|2||A,21||||1|||SUN|1|||||||||||||||||||||||Suffolk|MA|1905|500200|2195.29|2021|N|1f;1h|A,D|A|A|White|B,C,M,U,V,W||M|C|A,R|||F||H|D|A|A|A,C,F,I,V|N|||||||||6|N
SF|72833822|CT006937|AN2383|ACT|2795000|1|Pelham Ter||1|104|02118|N|Located on a private enclave behind Union Park, in the Eight Streets neighborhood of the South End, is an exquisite single-family residence. Featuring 4 bedrooms, 2.5 baths, 3 exposures, 2 parking spaces, and a tranquil garden that curates an inviting property for a special owner. The parlor level has been reimagined into a delightful open setting for entertainment, with classic original details, high ceilings, one gas working fireplace in the main living room, and one rare, wood burning fireplace in the den. The lower level features a media/playroom w/custom built ins, a half bath and chefs kitchen complimented with marble countertops, high end appliances, and whitewashed beamed ceilings. A dining area overlooks a wall of windows to the private outdoor space with a bluestone patio, turf and pergola. Four thoughtful levels of living all glowing under a spectacular oversized skylight. A fabulous opportunity to own a single-family home as the grandeur of the city returns once again.|20|5/19/2021 12:08:00 AM|0|N||B|H|2075|0.05|2491|0||N|8|4|2|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1890|2415600|23802|2021|A,E|2f;1h|B|B|G||D,E|||A||B|2|A,B||A||A|A||N|||||||||2|N
SF|72833893|CN214550|M95268|ACT|650000|355|Corey Street||1|009|02132|N|Opportunity knocks with room to expand either lower level or full walk up attic space.   Main floor boasts hardwood floors through front to back living room, hall and bedrooms.  Convenient location with bus stop less than 500 feet away, and less than mile to Needham line. Fenced back and side yard with a porch and storage shed are perfect for outdoor entertaining.  Attached one car garage plus off street parking on driveway.  Lower level space (not included in square footage) currently used as a second family room also has a full bath.  Plenty of storage space in lower level and/or entire house attic space.  Creativity with the kitchen and bath and make this a true treasure for years.|19|6/6/2021 12:45:00 PM|0|N||A|E|6972|0.16|1440|1|A,C,E|Y|6|3|2|0||1|30X13|C,K,N,2,44,67|||||||1|12X10|2,41|1|13X16|V,M,2|1|12X13|V,K|1|11X12|V,K|||||||||||||||||||BNS|B|28X24|A|||||||||||||||||||||Suffolk|MA|1950|518200|5472|2020|A,N|2f;0h|A|A|A||A,D,M,O,W|D,T|C,D,M|C,P|E,G,H,M|A|1|D,F,N||B|F|A|A|A,C,I,K|N||||||Does not include approx additional 675 feet in partially finished basement.|||2|N
SF|72833914|TM328289|AN2383|ACT|950000|11|Furnival Rd||1|007|02130|N|On desirable Moss Hill, find this classic three bedroom, 2 bath Colonial on a lovely side street. From the spacious living room with a fireplace and hardwood floors, enter the adjacent formal dining room. The kitchen has been updated with granite counters and stainless-steel appliances and upgraded fixtures. At the rear of the house, the ample screened in sunporch provides access to the deck and large backyard. Upstairs, sleeping quarters host three bedrooms and a full tile bath. Plentiful off-street parking includes a driveway for 3 cars. The generous lot provides opportunities for urban gardening and backyard gatherings.  Near Jamaica Pond, the Arnold Arboretum and Larz Anderson Park. City living at its best, away from it all yet convenient to everything.|33|5/19/2021 8:13:00 AM|0|N|Moss Hill|A|A|7731|0.18|1444|0|A,G|Y|7|3|2|0|N|1|20X15|C,K|1|13X12|K,50||||1|12X11|L,T,U|2|15X13|G,V,K|2|10X12|V,K|2|10X9|V,K|||||||B||A,19|2||A,20||||B|13X12||FOY|1|8X8|9|BNS|B|13X11|1|||||SUN|1|12X9||||||||||Suffolk|MA|1920|644600|4181|2021|A,N|2f;0h|A|A|A|Beige|12,C,D,14|D|A,C|A,S|A,E|A,C,E|1|G,N|0|H|D,F|A|A|A,C,D,I,K,L|N||N||N|||N||3|N
